timestamp,intersection_id,intersection_name,event_type,response_time_min,response_time_with_preemption_min,congestion_at_event,vehicles_cleared
2025-02-19 21:39:00,INT-16,Dubai Airport - Terminal 3,ambulance,16.6,14.9,0.76,7
2025-02-20 21:59:00,INT-13,DIP - Al Asayel St,ambulance,9.1,7.0,0.73,12
2025-02-20 15:31:00,INT-11,Palm Jumeirah Tunnel,ambulance,16.1,12.4,0.39,23
2025-02-20 07:39:00,INT-10,Jumeirah Beach Rd,ambulance,9.7,7.6,0.81,6
2025-02-20 23:09:00,INT-11,Palm Jumeirah Tunnel,police,12.7,10.1,0.52,23
2025-02-20 21:36:00,INT-09,Al Quoz Industrial,fire_truck,11.2,7.8,0.77,7
2025-02-21 22:53:00,INT-15,Hessa Street - Al Barsha,ambulance,11.4,9.8,0.34,18
2025-02-21 19:21:00,INT-06,DIFC - Gate Avenue,ambulance,18.2,15.2,0.26,16
2025-02-21 06:34:00,INT-11,Palm Jumeirah Tunnel,fire_truck,18.2,14.2,0.86,13
2025-02-21 08:12:00,INT-07,Business Bay - Marasi Dr,police,7.5,4.3,0.57,14
2025-02-22 20:10:00,INT-14,Academic City Roundabout,ambulance,8.5,4.7,0.59,16
2025-02-22 20:00:00,INT-06,DIFC - Gate Avenue,police,12.5,9.8,0.53,21
2025-02-22 16:33:00,INT-06,DIFC - Gate Avenue,police,6.9,4.6,0.3,20
2025-02-22 07:29:00,INT-10,Jumeirah Beach Rd,fire_truck,10.3,6.8,0.45,6
2025-02-22 15:32:00,INT-08,Dubai Mall Junction,police,11.0,7.9,0.78,18
2025-02-22 07:15:00,INT-02,Deira City Centre,fire_truck,10.8,7.8,0.59,24
2025-02-23 12:39:00,INT-08,Dubai Mall Junction,ambulance,16.8,14.1,0.23,5
2025-02-23 14:40:00,INT-05,Sheikh Zayed Rd - Interchange 1,fire_truck,14.6,12.6,0.2,7
2025-02-23 10:40:00,INT-04,Bur Dubai - Khalid Bin Waleed,ambulance,9.5,6.9,0.76,13
2025-02-24 15:38:00,INT-04,Bur Dubai - Khalid Bin Waleed,ambulance,10.6,8.8,0.67,15
2025-02-24 15:34:00,INT-07,Business Bay - Marasi Dr,police,11.9,9.6,0.85,18
2025-02-24 07:07:00,INT-12,Marina Walk - JBR,fire_truck,13.6,9.8,0.33,16
2025-02-24 11:34:00,INT-01,Al Rigga - Salahuddin,ambulance,14.9,12.8,0.25,9
2025-02-24 11:24:00,INT-11,Palm Jumeirah Tunnel,ambulance,9.3,6.3,0.56,22
2025-02-24 14:09:00,INT-07,Business Bay - Marasi Dr,police,9.3,6.7,0.59,21
2025-02-24 08:00:00,INT-09,Al Quoz Industrial,fire_truck,10.6,8.7,0.37,22
2025-02-25 15:31:00,INT-11,Palm Jumeirah Tunnel,police,8.9,7.3,0.32,20
2025-02-25 07:40:00,INT-11,Palm Jumeirah Tunnel,fire_truck,11.0,8.7,0.8,12
2025-02-25 10:07:00,INT-13,DIP - Al Asayel St,police,9.4,6.8,0.9,13
2025-02-26 14:36:00,INT-14,Academic City Roundabout,police,10.8,9.1,0.63,29
2025-02-26 12:27:00,INT-16,Dubai Airport - Terminal 3,ambulance,11.1,9.4,0.9,24
2025-02-26 18:23:00,INT-04,Bur Dubai - Khalid Bin Waleed,fire_truck,10.4,7.1,0.64,16
2025-02-26 18:32:00,INT-06,DIFC - Gate Avenue,fire_truck,10.6,8.9,0.55,26
2025-02-26 13:12:00,INT-11,Palm Jumeirah Tunnel,police,6.4,4.1,0.27,20
2025-02-26 14:10:00,INT-03,Al Maktoum Bridge,fire_truck,10.4,7.3,0.48,8
2025-02-26 10:57:00,INT-16,Dubai Airport - Terminal 3,police,7.2,4.4,0.56,26
2025-02-26 22:37:00,INT-14,Academic City Roundabout,ambulance,8.0,6.3,0.25,6
2025-02-27 16:30:00,INT-14,Academic City Roundabout,ambulance,8.0,4.2,0.33,28
2025-02-27 21:20:00,INT-01,Al Rigga - Salahuddin,fire_truck,12.3,10.5,0.68,25
2025-02-27 18:53:00,INT-02,Deira City Centre,ambulance,9.4,5.8,0.72,6
2025-02-27 16:07:00,INT-01,Al Rigga - Salahuddin,fire_truck,10.1,7.1,0.54,29
2025-02-28 19:54:00,INT-10,Jumeirah Beach Rd,ambulance,11.5,9.3,0.53,25
2025-02-28 04:37:00,INT-09,Al Quoz Industrial,ambulance,8.1,6.1,0.42,12
2025-02-28 17:52:00,INT-04,Bur Dubai - Khalid Bin Waleed,police,7.1,5.5,0.27,9
2025-02-28 17:34:00,INT-16,Dubai Airport - Terminal 3,fire_truck,12.6,9.4,0.73,29
2025-02-28 16:22:00,INT-12,Marina Walk - JBR,ambulance,11.8,9.0,0.28,27
2025-02-28 19:08:00,INT-13,DIP - Al Asayel St,ambulance,11.3,9.2,0.4,22
2025-02-28 21:16:00,INT-02,Deira City Centre,ambulance,10.7,8.1,0.79,20
2025-02-28 11:09:00,INT-03,Al Maktoum Bridge,ambulance,11.3,9.4,0.9,7
2025-03-01 10:16:00,INT-13,DIP - Al Asayel St,ambulance,9.3,6.6,0.23,5
2025-03-01 20:20:00,INT-13,DIP - Al Asayel St,ambulance,8.9,6.0,0.3,27
2025-03-01 21:43:00,INT-10,Jumeirah Beach Rd,ambulance,19.9,16.9,0.32,18
2025-03-02 17:36:00,INT-07,Business Bay - Marasi Dr,ambulance,9.7,7.3,0.36,24
2025-03-02 12:29:00,INT-12,Marina Walk - JBR,ambulance,10.9,8.2,0.2,12
2025-03-02 13:13:00,INT-10,Jumeirah Beach Rd,ambulance,8.6,6.2,0.41,10
2025-03-02 09:06:00,INT-13,DIP - Al Asayel St,ambulance,11.3,9.3,0.71,9
2025-03-02 05:43:00,INT-06,DIFC - Gate Avenue,police,9.5,6.0,0.53,18
2025-03-02 13:19:00,INT-07,Business Bay - Marasi Dr,ambulance,9.0,6.1,0.9,5
2025-03-02 17:35:00,INT-01,Al Rigga - Salahuddin,police,7.1,3.5,0.64,14
2025-03-02 22:21:00,INT-05,Sheikh Zayed Rd - Interchange 1,fire_truck,11.4,8.0,0.29,25
2025-03-03 15:48:00,INT-16,Dubai Airport - Terminal 3,police,6.5,5.0,0.88,15
2025-03-03 11:09:00,INT-16,Dubai Airport - Terminal 3,ambulance,10.1,7.0,0.71,26
2025-03-03 20:45:00,INT-01,Al Rigga - Salahuddin,police,9.3,6.7,0.26,28
2025-03-03 17:27:00,INT-14,Academic City Roundabout,police,7.8,4.6,0.78,5
2025-03-03 19:04:00,INT-06,DIFC - Gate Avenue,fire_truck,10.3,8.2,0.79,7
2025-03-03 11:35:00,INT-10,Jumeirah Beach Rd,fire_truck,11.1,9.5,0.37,28
2025-03-03 19:58:00,INT-07,Business Bay - Marasi Dr,fire_truck,11.3,9.2,0.88,26
2025-03-04 02:58:00,INT-16,Dubai Airport - Terminal 3,ambulance,14.0,10.6,0.4,26
2025-03-04 18:04:00,INT-12,Marina Walk - JBR,ambulance,9.3,7.5,0.86,9
2025-03-04 09:22:00,INT-03,Al Maktoum Bridge,ambulance,11.8,8.2,0.55,13
2025-03-04 11:13:00,INT-09,Al Quoz Industrial,police,11.6,8.7,0.36,19
2025-03-04 13:28:00,INT-10,Jumeirah Beach Rd,ambulance,8.1,5.5,0.54,20
2025-03-05 09:20:00,INT-05,Sheikh Zayed Rd - Interchange 1,police,19.6,17.3,0.36,26
2025-03-05 18:39:00,INT-07,Business Bay - Marasi Dr,ambulance,13.6,10.6,0.31,13
2025-03-05 18:38:00,INT-14,Academic City Roundabout,fire_truck,14.7,11.5,0.83,11
2025-03-06 13:20:00,INT-13,DIP - Al Asayel St,police,7.9,5.8,0.48,22
2025-03-06 15:23:00,INT-07,Business Bay - Marasi Dr,fire_truck,16.7,14.9,0.55,6
2025-03-06 13:26:00,INT-09,Al Quoz Industrial,fire_truck,12.9,10.0,0.84,17
2025-03-06 23:29:00,INT-04,Bur Dubai - Khalid Bin Waleed,ambulance,9.4,5.6,0.52,11
2025-03-06 21:22:00,INT-10,Jumeirah Beach Rd,ambulance,16.3,13.0,0.66,23
2025-03-06 15:19:00,INT-05,Sheikh Zayed Rd - Interchange 1,ambulance,9.9,8.0,0.4,17
2025-03-06 19:06:00,INT-05,Sheikh Zayed Rd - Interchange 1,fire_truck,12.7,9.5,0.61,16
2025-03-06 18:40:00,INT-05,Sheikh Zayed Rd - Interchange 1,police,13.2,9.6,0.61,28
2025-03-07 19:03:00,INT-16,Dubai Airport - Terminal 3,ambulance,9.3,6.2,0.87,13
2025-03-07 14:22:00,INT-11,Palm Jumeirah Tunnel,ambulance,9.7,5.9,0.43,14
2025-03-07 05:29:00,INT-07,Business Bay - Marasi Dr,ambulance,11.8,8.9,0.22,8
2025-03-07 14:46:00,INT-05,Sheikh Zayed Rd - Interchange 1,ambulance,13.2,9.3,0.76,13
2025-03-08 20:55:00,INT-02,Deira City Centre,police,8.3,5.1,0.77,13
2025-03-08 22:36:00,INT-07,Business Bay - Marasi Dr,fire_truck,12.2,10.0,0.33,12
2025-03-08 18:33:00,INT-05,Sheikh Zayed Rd - Interchange 1,ambulance,9.5,7.9,0.5,19
2025-03-08 01:04:00,INT-04,Bur Dubai - Khalid Bin Waleed,ambulance,10.5,7.8,0.48,11
2025-03-08 18:56:00,INT-01,Al Rigga - Salahuddin,ambulance,8.6,5.4,0.45,5
2025-03-08 20:36:00,INT-11,Palm Jumeirah Tunnel,ambulance,10.2,8.6,0.45,20
2025-03-08 10:31:00,INT-07,Business Bay - Marasi Dr,ambulance,11.9,8.9,0.6,5
2025-03-09 10:20:00,INT-01,Al Rigga - Salahuddin,fire_truck,14.8,12.8,0.78,25
2025-03-09 08:56:00,INT-05,Sheikh Zayed Rd - Interchange 1,police,14.1,10.8,0.49,22
2025-03-09 12:04:00,INT-05,Sheikh Zayed Rd - Interchange 1,fire_truck,10.8,7.3,0.77,8
2025-03-09 23:29:00,INT-13,DIP - Al Asayel St,fire_truck,10.3,7.6,0.48,23
2025-03-09 18:20:00,INT-09,Al Quoz Industrial,police,9.2,7.4,0.52,27
2025-03-09 14:42:00,INT-14,Academic City Roundabout,ambulance,8.4,4.5,0.47,15
2025-03-09 15:44:00,INT-07,Business Bay - Marasi Dr,police,13.0,10.4,0.79,29
2025-03-09 19:26:00,INT-04,Bur Dubai - Khalid Bin Waleed,fire_truck,10.9,7.4,0.23,10
2025-03-10 21:38:00,INT-13,DIP - Al Asayel St,ambulance,10.2,8.4,0.54,9
2025-03-10 17:16:00,INT-10,Jumeirah Beach Rd,ambulance,13.4,9.5,0.58,21
2025-03-10 08:13:00,INT-08,Dubai Mall Junction,fire_truck,11.5,7.6,0.65,10
2025-03-10 12:59:00,INT-11,Palm Jumeirah Tunnel,police,9.2,5.7,0.27,29
2025-03-10 07:44:00,INT-04,Bur Dubai - Khalid Bin Waleed,police,6.6,3.8,0.56,21
2025-03-10 11:14:00,INT-05,Sheikh Zayed Rd - Interchange 1,police,8.8,5.7,0.24,10
2025-03-10 18:55:00,INT-06,DIFC - Gate Avenue,ambulance,11.0,9.2,0.54,8
2025-03-10 18:39:00,INT-06,DIFC - Gate Avenue,fire_truck,14.0,10.6,0.49,19
2025-03-11 12:16:00,INT-01,Al Rigga - Salahuddin,police,9.0,7.1,0.21,15
2025-03-11 07:10:00,INT-11,Palm Jumeirah Tunnel,fire_truck,11.9,8.2,0.79,8
2025-03-11 11:25:00,INT-01,Al Rigga - Salahuddin,ambulance,8.2,6.1,0.52,17
2025-03-11 20:56:00,INT-04,Bur Dubai - Khalid Bin Waleed,ambulance,9.8,6.4,0.59,6
2025-03-11 13:00:00,INT-07,Business Bay - Marasi Dr,ambulance,8.6,6.8,0.36,12
2025-03-11 11:49:00,INT-01,Al Rigga - Salahuddin,police,7.8,5.3,0.54,19
2025-03-11 23:30:00,INT-04,Bur Dubai - Khalid Bin Waleed,ambulance,8.5,5.4,0.33,28
2025-03-11 16:33:00,INT-14,Academic City Roundabout,police,15.2,13.1,0.81,22
2025-03-12 12:24:00,INT-08,Dubai Mall Junction,police,7.7,5.7,0.81,8
2025-03-12 19:49:00,INT-13,DIP - Al Asayel St,police,13.3,10.1,0.65,21
2025-03-12 08:53:00,INT-02,Deira City Centre,police,10.4,7.8,0.51,6
2025-03-12 17:56:00,INT-01,Al Rigga - Salahuddin,fire_truck,10.4,6.4,0.67,15
2025-03-13 08:00:00,INT-06,DIFC - Gate Avenue,ambulance,9.4,7.1,0.77,25
2025-03-13 07:20:00,INT-02,Deira City Centre,fire_truck,15.6,12.8,0.43,22
2025-03-13 01:08:00,INT-16,Dubai Airport - Terminal 3,fire_truck,10.1,6.8,0.42,29
2025-03-13 20:22:00,INT-02,Deira City Centre,police,6.2,4.2,0.29,20
2025-03-14 08:33:00,INT-13,DIP - Al Asayel St,fire_truck,15.3,12.4,0.36,16
2025-03-14 18:14:00,INT-10,Jumeirah Beach Rd,ambulance,8.4,5.5,0.51,26
2025-03-14 17:37:00,INT-12,Marina Walk - JBR,ambulance,8.3,4.8,0.68,16
2025-03-14 19:20:00,INT-09,Al Quoz Industrial,police,6.4,3.6,0.39,13
2025-03-14 19:35:00,INT-04,Bur Dubai - Khalid Bin Waleed,ambulance,8.1,5.6,0.34,18
2025-03-15 20:56:00,INT-09,Al Quoz Industrial,police,7.1,5.5,0.4,27
2025-03-15 08:33:00,INT-16,Dubai Airport - Terminal 3,ambulance,8.4,4.6,0.78,29
2025-03-15 11:15:00,INT-08,Dubai Mall Junction,ambulance,8.8,6.9,0.26,24
2025-03-15 17:28:00,INT-01,Al Rigga - Salahuddin,police,6.7,3.2,0.46,26
2025-03-16 09:32:00,INT-16,Dubai Airport - Terminal 3,fire_truck,10.1,6.3,0.74,25
2025-03-16 11:53:00,INT-02,Deira City Centre,police,9.4,5.6,0.25,13
2025-03-16 19:33:00,INT-09,Al Quoz Industrial,fire_truck,15.0,13.4,0.34,12
2025-03-16 16:59:00,INT-07,Business Bay - Marasi Dr,police,9.1,6.6,0.35,17
2025-03-17 17:04:00,INT-01,Al Rigga - Salahuddin,ambulance,8.2,4.3,0.79,29
2025-03-17 16:31:00,INT-04,Bur Dubai - Khalid Bin Waleed,police,7.3,5.2,0.59,15
2025-03-17 17:45:00,INT-15,Hessa Street - Al Barsha,police,11.6,9.7,0.28,27
2025-03-17 22:35:00,INT-16,Dubai Airport - Terminal 3,ambulance,13.0,10.6,0.39,24
2025-03-17 06:53:00,INT-10,Jumeirah Beach Rd,police,7.3,4.3,0.73,26
2025-03-18 10:00:00,INT-02,Deira City Centre,ambulance,8.4,6.5,0.71,7
2025-03-18 17:29:00,INT-04,Bur Dubai - Khalid Bin Waleed,police,10.4,6.7,0.85,23
2025-03-18 21:51:00,INT-06,DIFC - Gate Avenue,ambulance,11.0,9.4,0.28,6
2025-03-18 17:01:00,INT-01,Al Rigga - Salahuddin,fire_truck,14.2,12.4,0.46,21
2025-03-18 21:26:00,INT-13,DIP - Al Asayel St,fire_truck,14.4,11.6,0.37,10
2025-03-18 17:38:00,INT-16,Dubai Airport - Terminal 3,fire_truck,10.1,8.6,0.8,23
2025-03-18 20:16:00,INT-04,Bur Dubai - Khalid Bin Waleed,fire_truck,10.3,7.8,0.75,18
2025-03-19 08:14:00,INT-15,Hessa Street - Al Barsha,police,12.4,10.0,0.57,15
2025-03-19 19:58:00,INT-04,Bur Dubai - Khalid Bin Waleed,police,7.8,5.7,0.53,6
2025-03-19 16:19:00,INT-10,Jumeirah Beach Rd,ambulance,16.9,13.8,0.46,14
2025-03-19 08:30:00,INT-06,DIFC - Gate Avenue,ambulance,9.3,6.2,0.49,13
2025-03-19 08:16:00,INT-16,Dubai Airport - Terminal 3,fire_truck,12.6,10.7,0.8,28
2025-03-20 00:48:00,INT-16,Dubai Airport - Terminal 3,police,8.8,5.5,0.82,24
2025-03-20 08:57:00,INT-15,Hessa Street - Al Barsha,police,10.1,8.5,0.69,7
2025-03-20 10:29:00,INT-08,Dubai Mall Junction,fire_truck,20.1,17.0,0.58,19
2025-03-20 03:19:00,INT-03,Al Maktoum Bridge,ambulance,13.3,9.9,0.41,12
2025-03-20 13:04:00,INT-01,Al Rigga - Salahuddin,police,8.1,5.5,0.85,28
2025-03-21 14:20:00,INT-07,Business Bay - Marasi Dr,ambulance,10.0,6.0,0.38,16
2025-03-21 16:53:00,INT-11,Palm Jumeirah Tunnel,ambulance,13.5,10.6,0.37,18
2025-03-21 15:19:00,INT-06,DIFC - Gate Avenue,ambulance,9.8,6.5,0.61,6
2025-03-21 12:18:00,INT-06,DIFC - Gate Avenue,ambulance,9.0,6.3,0.52,8
2025-03-21 21:23:00,INT-15,Hessa Street - Al Barsha,police,6.2,3.0,0.47,9
2025-03-21 21:28:00,INT-08,Dubai Mall Junction,ambulance,8.0,5.1,0.83,9
2025-03-21 13:06:00,INT-08,Dubai Mall Junction,ambulance,8.4,5.9,0.23,17
2025-03-21 16:06:00,INT-11,Palm Jumeirah Tunnel,police,11.0,7.5,0.73,22
2025-03-22 09:14:00,INT-08,Dubai Mall Junction,ambulance,8.7,5.4,0.56,27
2025-03-22 07:10:00,INT-14,Academic City Roundabout,ambulance,8.7,5.5,0.84,13
2025-03-22 14:25:00,INT-11,Palm Jumeirah Tunnel,ambulance,13.7,10.9,0.82,12
2025-03-22 08:40:00,INT-14,Academic City Roundabout,police,13.0,11.1,0.6,20
2025-03-23 22:41:00,INT-05,Sheikh Zayed Rd - Interchange 1,police,6.9,4.3,0.75,23
2025-03-23 13:57:00,INT-05,Sheikh Zayed Rd - Interchange 1,ambulance,11.5,8.0,0.36,13
2025-03-23 19:54:00,INT-15,Hessa Street - Al Barsha,ambulance,22.4,18.8,0.22,10
2025-03-23 09:01:00,INT-16,Dubai Airport - Terminal 3,fire_truck,10.9,7.3,0.21,7
2025-03-23 18:13:00,INT-14,Academic City Roundabout,police,14.2,11.5,0.85,10
2025-03-24 10:52:00,INT-04,Bur Dubai - Khalid Bin Waleed,ambulance,14.9,12.5,0.49,15
2025-03-24 16:38:00,INT-16,Dubai Airport - Terminal 3,ambulance,9.4,5.6,0.63,23
2025-03-24 15:58:00,INT-16,Dubai Airport - Terminal 3,fire_truck,24.5,22.0,0.73,22
2025-03-24 19:24:00,INT-08,Dubai Mall Junction,ambulance,9.9,8.2,0.48,26
2025-03-24 23:45:00,INT-09,Al Quoz Industrial,ambulance,12.2,10.2,0.35,22
2025-03-24 12:10:00,INT-14,Academic City Roundabout,fire_truck,16.3,13.9,0.46,23
2025-03-25 19:43:00,INT-08,Dubai Mall Junction,police,10.5,7.9,0.47,29
2025-03-25 14:24:00,INT-10,Jumeirah Beach Rd,ambulance,10.0,8.0,0.58,25
2025-03-25 07:13:00,INT-09,Al Quoz Industrial,ambulance,11.0,8.4,0.67,19
2025-03-26 13:52:00,INT-11,Palm Jumeirah Tunnel,police,7.5,5.0,0.4,13
2025-03-26 08:14:00,INT-11,Palm Jumeirah Tunnel,ambulance,9.5,6.9,0.86,26
2025-03-26 20:03:00,INT-03,Al Maktoum Bridge,ambulance,9.1,6.2,0.74,9
2025-03-26 17:12:00,INT-14,Academic City Roundabout,fire_truck,10.8,7.1,0.69,26
2025-03-26 19:54:00,INT-06,DIFC - Gate Avenue,ambulance,8.4,4.6,0.79,9
2025-03-26 20:37:00,INT-11,Palm Jumeirah Tunnel,police,7.1,4.0,0.33,17
2025-03-26 10:57:00,INT-06,DIFC - Gate Avenue,ambulance,13.3,10.2,0.75,27
2025-03-27 12:38:00,INT-06,DIFC - Gate Avenue,ambulance,8.8,6.1,0.68,6
2025-03-27 18:22:00,INT-12,Marina Walk - JBR,police,6.7,3.5,0.28,8
2025-03-27 21:09:00,INT-13,DIP - Al Asayel St,fire_truck,14.9,13.1,0.35,20
2025-03-27 17:11:00,INT-03,Al Maktoum Bridge,ambulance,11.9,9.5,0.7,13
2025-03-27 09:50:00,INT-05,Sheikh Zayed Rd - Interchange 1,ambulance,12.1,10.1,0.79,23
2025-03-27 07:12:00,INT-08,Dubai Mall Junction,ambulance,8.1,5.7,0.69,25
2025-03-27 12:42:00,INT-05,Sheikh Zayed Rd - Interchange 1,police,7.8,5.4,0.39,16
2025-03-27 07:02:00,INT-03,Al Maktoum Bridge,police,7.8,5.8,0.89,19
2025-03-28 14:06:00,INT-07,Business Bay - Marasi Dr,ambulance,9.0,5.6,0.46,14
2025-03-28 08:57:00,INT-09,Al Quoz Industrial,police,10.0,6.9,0.26,24
2025-03-28 20:43:00,INT-06,DIFC - Gate Avenue,fire_truck,10.6,7.2,0.89,26
2025-03-28 23:14:00,INT-02,Deira City Centre,ambulance,12.2,10.1,0.23,12
2025-03-28 19:48:00,INT-14,Academic City Roundabout,ambulance,10.1,7.9,0.8,24
2025-03-29 09:28:00,INT-12,Marina Walk - JBR,fire_truck,11.3,7.5,0.25,8
2025-03-29 17:09:00,INT-15,Hessa Street - Al Barsha,police,15.8,12.0,0.23,13
2025-03-29 15:42:00,INT-01,Al Rigga - Salahuddin,ambulance,11.4,8.3,0.59,7
2025-03-29 19:17:00,INT-09,Al Quoz Industrial,ambulance,8.5,6.2,0.45,23
2025-03-29 19:04:00,INT-08,Dubai Mall Junction,police,7.1,5.4,0.76,8
2025-03-30 12:36:00,INT-06,DIFC - Gate Avenue,ambulance,8.3,5.7,0.28,10
2025-03-30 08:18:00,INT-07,Business Bay - Marasi Dr,police,7.1,3.4,0.65,24
2025-03-30 10:58:00,INT-15,Hessa Street - Al Barsha,police,10.7,7.5,0.37,6
2025-03-30 03:56:00,INT-01,Al Rigga - Salahuddin,ambulance,8.2,6.3,0.63,15
2025-03-30 17:09:00,INT-10,Jumeirah Beach Rd,police,6.3,3.5,0.65,29
2025-03-31 10:20:00,INT-06,DIFC - Gate Avenue,ambulance,8.6,5.4,0.35,12
2025-03-31 18:58:00,INT-02,Deira City Centre,ambulance,13.3,11.0,0.48,5
2025-03-31 10:56:00,INT-08,Dubai Mall Junction,ambulance,14.2,11.1,0.42,28
2025-03-31 12:59:00,INT-05,Sheikh Zayed Rd - Interchange 1,ambulance,13.0,10.5,0.53,16
2025-03-31 02:33:00,INT-09,Al Quoz Industrial,ambulance,11.1,9.1,0.29,7
